,L1,L2,L3,L4,L5,L1_ver,L2_ver,L3_ver,L4_ver,L5_ver,[INV] Invoice ID
1284,Manufacturing Components and Supplies,Pneumatic and hydraulic and electric control systems,Actuators,Actuators,Actuators,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,43
1285,Manufacturing Components and Supplies,Pneumatic and hydraulic and electric control systems,Actuators,Electric actuators,Electric actuators,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,37
1286,Manufacturing Components and Supplies,Pneumatic and hydraulic and electric control systems,Actuators,Pneumatic actuators,Pneumatic actuators,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1
1287,Manufacturing Components and Supplies,Pneumatic and hydraulic and electric control systems,Pneumatic and hydraulic and electric control systems,Pneumatic and hydraulic and electric control systems,Pneumatic and hydraulic and electric control systems,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,129
1288,Manufacturing Components and Supplies,Refractories,Castables,Tabular alumina castable,Tabular alumina castable,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,68
1289,Manufacturing Components and Supplies,Refractories,Ceramic fibre products,Ceramic fibre products,Ceramic fibre products,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,155
1290,Manufacturing Components and Supplies,Refractories,Ceramic fibre products,Insulation boards,Insulation boards,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,95
1291,Manufacturing Components and Supplies,Refractories,Fused cast refractory,Fused cast refractory,Fused cast refractory,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,81
1292,Manufacturing Components and Supplies,Refractories,Refractories,Refractories,Refractories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,275
1293,Manufacturing Components and Supplies,Refractories,Refractory bricks,Refractory bricks,Refractory bricks,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,89
1294,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Chains,Chain links,Chain links,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,503
1295,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Chains,Chains,Chains,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,93
1296,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Chains,Conveying chain,Conveying chain,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,13
1297,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Chains,Roller chains,Roller chains,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1097
1298,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Mechanical wire,Mechanical wire,Mechanical wire,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,166
1299,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Non electric iron and steel wire,Coated steel wire,Coated steel wire,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,50
1300,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Non electric iron and steel wire,Non electric iron and steel wire,Non electric iron and steel wire,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,116
1301,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Non electric iron and steel wire,Prestressed concrete steel wire,Prestressed concrete steel wire,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,717
1302,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Non electric iron and steel wire,Stranded steel wire,Stranded steel wire,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,80
1303,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Rope and chain and cable and wire and strap,Rope and chain and cable and wire and strap,Rope and chain and cable and wire and strap,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1887
1304,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Ropes,Cotton rope,Cotton rope,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4
1305,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Ropes,Nylon rope,Nylon rope,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,600
1306,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Ropes,Polyethylene rope,Polyethylene rope,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,41
1307,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Ropes,Ropes,Ropes,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,172
1308,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Ropes,String or twine,String or twine,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,16
1309,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Ropes,Wire rope,Wire rope,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,430
1310,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Security wire,Barbed wire,Barbed wire,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,332
1311,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Straps,Fiber straps,Fiber straps,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,6
1312,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Straps,Metal straps,Metal straps,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,13
1313,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Straps,Plastic straps,Plastic straps,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,255
1314,Manufacturing Components and Supplies,Rope and chain and cable and wire and strap,Straps,Straps,Straps,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,612
1315,Manufacturing Components and Supplies,Stampings and sheet components,Stamped components,Stamped components,Stamped components,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3
1316,Manufacturing Components and Supplies,Stampings and sheet components,Stampings and sheet components,Stampings and sheet components,Stampings and sheet components,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,35
1317,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Bags,Bags,Bags,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3804
1318,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Bags,Paper bags,Paper bags,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1424
1319,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Bags,Plastic bags,Plastic bags,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,293
1320,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Cans and pails,Cans and pails,Cans and pails,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,47
1321,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Casks and barrels and drums,Casks and barrels and drums,Casks and barrels and drums,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,12
1322,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Casks and barrels and drums,Stabilizer,Stabilizer,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2
1323,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Containers and storage,Containers and storage,Containers and storage,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,20101
1324,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Corrugated and other supplies for distribution,Corrugated and other supplies for distribution,Corrugated and other supplies for distribution,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,130146
1325,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Corrugated and other supplies for distribution,Die cut corrugated shipping cartons with separate lids,Die cut corrugated shipping cartons with separate lids,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,8360
1326,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Crates,Crates,Crates,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,153
1327,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Crates,Wooden crates,Wooden crates,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,21
1328,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Freight containers,Freight containers,Freight containers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,38
1329,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Pallets,Pallets,Pallets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,9455
1330,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Pallets,Plastic pallet,Plastic pallet,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1640
1331,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Pallets,Wood pallet,Wood pallet,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,11171
1332,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Slip sheets,Corrugated slip sheet,Corrugated slip sheet,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4499
1333,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Storage chests and cabinets and trunks,Box,Box,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1094
1334,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Storage chests and cabinets and trunks,Box,Plastic box,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,41
1335,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Storage chests and cabinets and trunks,Box or shelf partitions,Box or shelf partitions,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1319
1336,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Storage chests and cabinets and trunks,Storage chests and cabinets and trunks,Storage chests and cabinets and trunks,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,363
1337,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Tanks and cylinders and their accessories,Air or gas tanks or cylinders,Air or gas tanks or cylinders,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4
1338,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Tanks and cylinders and their accessories,Cement silo,Cement silo,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,5
1339,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Tanks and cylinders and their accessories,Storage tanks,Storage tanks,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,20558
1340,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Tanks and cylinders and their accessories,Tanks and cylinders and their accessories,Tanks and cylinders and their accessories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,422
1341,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Containers and storage,Tanks and cylinders and their accessories,Water storage tanks,Water storage tanks,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,97
1342,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Industrial refrigeration,Industrial refrigeration,Industrial refrigeration,Industrial refrigeration,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,31
1343,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Conveyors and accessories,Air slide,Air slide,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,77
1344,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Conveyors and accessories,Chain conveyors,Chain conveyors,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,111
1345,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Conveyors and accessories,Conveyor belting,Conveyor belting,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,937
1346,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Conveyors and accessories,Conveyor idlers,Conveyor idlers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,364
1347,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Conveyors and accessories,Conveyor roller,Conveyor roller,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,79
1348,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Conveyors and accessories,Conveyors and accessories,Conveyors and accessories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,678
1349,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Conveyors and accessories,Screw conveyor,Screw conveyor,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,21
1350,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Conveyors and accessories,Trolleys or accessories,Trolleys or accessories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,214
1351,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Industrial trucks,Industrial trucks,Industrial trucks,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,28
1352,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Industrial trucks,Pallet trucks,Pallet trucks,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1
1353,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Lifting equipment and accessories,Blocks or pulleys,Blocks or pulleys,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,50
1354,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Lifting equipment and accessories,Crawler crane,Crawler crane,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,290
1355,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Lifting equipment and accessories,Forklifts,Forklifts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4766
1356,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Lifting equipment and accessories,Hoists,Hoists,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,364
1357,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Lifting equipment and accessories,Lifting equipment and accessories,Lifting equipment and accessories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1445
1358,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Lifting equipment and accessories,Rough terrain cranes,Rough terrain crane 21 to 45Ton,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,18
1359,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Lifting equipment and accessories,Rough terrain cranes,Rough terrain crane 46Ton and up,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,21
1360,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Lifting equipment and accessories,Shackle,Shackle,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,28
1361,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Lifting equipment and accessories,Slings,Slings,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,631
1362,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Lifting equipment and accessories,Stackers,Stackers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,27
1363,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Lifting equipment and accessories,Tower cranes,Tower cranes,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,23
1364,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Material handling machinery and equipment,Material handling machinery and equipment,Material handling machinery and equipment,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2850
1365,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Packing tools,Die cutting machine,Die cutting machine,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1870
1366,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Shelving and storage,Shelving and storage,Shelving and storage,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,107
1367,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,Material handling machinery and equipment,Shelving and storage,Storage racks or shelves,Storage racks or shelves,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,446
